Headline,Publication,DateTime,Link,Category,Ideology
new covid vaccines get fda approval for 2024-2025 season,FOX,2024-08-22 19:44:00+00:00,https://news.google.com/read/CBMiiwFBVV95cUxNMlRQeEJkMXpkSF92Y21rMVF6aEZ1OFN0NlJ3Q2NZeWRZXzRTdFNYbWM1dDlpNFAweHZya0RLQi1UVUFmbm9xbFJ1N3ZIS3pxelloTG1mSkFBSHJROUZsa1J6WWN5dHJBQktOZ1VRQnlERGdZcFozQXFVNEg4alBWY2F3WnVDcXV1bnBn0gGQAUFVX3lxTFA4MF8wZHI4ZGV0X3o3X2toTkkyZVlibjYxWVdNSVdZTHNBV2pZS0ZBbEFPUmQ4QUYxR1hBS3VhUjdOdHJxZ0x5bW5iMld3WDVaMER6TFhfTmtiRktSel9UQk9RdWllU0YxV2dyOE1qTEFyR3o2emhkZDFBSVhtMGg5Z0pScGRGUC1NQjNYU0ZYYw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Conservative
judge rules rfk jr. can sue biden administration over alleged censorship of charity that questions vaccines,FOX,2024-08-25 01:23:00+00:00,https://news.google.com/read/CBMivwFBVV95cUxOSXJHQkdDUG9rYVlqNUhlNTVoZXhjLWJHNGk3U2YxdWZpNkZWbk1JdFVudzlsTlpsR0lTT1p0S29vQzJsUml5YVl6U2dvb0YwekQ1S2JrN0d1SDR0ejl1WnpqSVV3U0pvczFVeXlRX19PUE1QeHFqdkQ5OUFlVXhQWW5GRURXbHZmaXRZYzJyM1dLMFFWVU9Xd0Mza2Q4dUJWbUtxOUJDbmpUdVZRSEdUQm9GcWVhVG5HT2FSWjMwQQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Conservative
"one in 20 infected with mild covid in the first wave are still battling illness, study shows - and new vaccine",Daily Mail,2024-05-31 09:50:37+00:00,https://news.google.com/articles/CBMidWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9oZWFsdGgvYXJ0aWNsZS0xMzQ3NjYzNy9PbmUtMjAtaW5mZWN0ZWQtbWlsZC1Db3ZpZC13YXZlLWJhdHRsaW5nLWlsbG5lc3Mtc3R1ZHktc2hvd3MuaHRtbNIBeWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9oZWFsdGgvYXJ0aWNsZS0xMzQ3NjYzNy9hbXAvT25lLTIwLWluZmVjdGVkLW1pbGQtQ292aWQtd2F2ZS1iYXR0bGluZy1pbGxuZXNzLXN0dWR5LXNob3dzLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
"pride month is here and mpox remains a threat, but vaccines are more readily available",CNN,2024-06-06 17:43:00+00:00,https://news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNi8wNi9oZWFsdGgvbXBveC12YWNjaW5lLWxnYnRxLXByaWRlLW1vbnRoL2luZGV4Lmh0bWzSAUhodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDI0LzA2LzA2L2hlYWx0aC9tcG94LXZhY2NpbmUtbGdidHEtcHJpZGUtbW9udGg?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
finland to roll out vaccines for bird flu next week in world first- as human cases of virus spread across the,Daily Mail,2024-06-25 18:02:20+00:00,https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9oZWFsdGgvYXJ0aWNsZS0xMzU2ODEwMS9GaW5sYW5kLXJvbGwtdmFjY2luZXMtYmlyZC1mbHUtd2Vlay13b3JsZC1maXJzdC5odG1s0gFsaHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL2hlYWx0aC9hcnRpY2xlLTEzNTY4MTAxL2FtcC9GaW5sYW5kLXJvbGwtdmFjY2luZXMtYmlyZC1mbHUtd2Vlay13b3JsZC1maXJzdC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
federal officials revise recommendations for r.s.v. vaccine,New York Times,2024-06-26 07:00:00+00:00,https://news.google.com/articles/CBMiPmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDYvMjYvaGVhbHRoL3Jzdi12YWNjaW5lLWNkYy5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"after ‘historic backslide’ during pandemic, global childhood immunization rates stall, new data shows",CNN,2024-07-15 00:01:00+00:00,https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNy8xNC9oZWFsdGgvaW1tdW5pemF0aW9uLXJhdGVzLXJlcG9ydC9pbmRleC5odG1s0gFDaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyNC8wNy8xNC9oZWFsdGgvaW1tdW5pemF0aW9uLXJhdGVzLXJlcG9ydA?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
first asian elephant vaccinated in fight against deadly herpes virus,The Guardian,2024-07-15 07:02:00+00:00,https://news.google.com/articles/CBMihAFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vZW52aXJvbm1lbnQvYXJ0aWNsZS8yMDI0L2p1bC8xNS9hc2lhbi1lbGVwaGFudC1tcm5hLXZhY2NpbmUtaG91c3RvbmVuZG90aGVsaW90cm9waWMtaGVycGVzdmlydXMtZWVodi1hb2XSAYQBaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL2Vudmlyb25tZW50L2FydGljbGUvMjAyNC9qdWwvMTUvYXNpYW4tZWxlcGhhbnQtbXJuYS12YWNjaW5lLWhvdXN0b25lbmRvdGhlbGlvdHJvcGljLWhlcnBlc3ZpcnVzLWVlaHYtYW9l?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"war is lead cause behind huge drop in global vaccinations, un warns",The Guardian,2024-07-15 15:10:00+00:00,https://news.google.com/articles/CBMirAFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vZ2xvYmFsLWRldmVsb3BtZW50L2FydGljbGUvMjAyNC9qdWwvMTUvd2FyLWNvbmZsaWN0LWltbXVuaXNhdGlvbi12YWNjaW5hdGlvbi12YWNjaW5lLWhlc2l0YW5jeS1udXRyaXRpb24tZGlzZWFzZS1jaGlsZHJlbi13aG8tdW5pY2VmLW1lYXNsZXMtaHB20gGsAWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS9nbG9iYWwtZGV2ZWxvcG1lbnQvYXJ0aWNsZS8yMDI0L2p1bC8xNS93YXItY29uZmxpY3QtaW1tdW5pc2F0aW9uLXZhY2NpbmF0aW9uLXZhY2NpbmUtaGVzaXRhbmN5LW51dHJpdGlvbi1kaXNlYXNlLWNoaWxkcmVuLXdoby11bmljZWYtbWVhc2xlcy1ocHY?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"children receive first doses of new malaria vaccine, hailed as major milestone",CNN,2024-07-15 18:16:00+00:00,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNy8xNS9oZWFsdGgvbWFsYXJpYS12YWNjaW5lLWNoaWxkcmVuLWl2b3J5LWNvYXN0LWludGwtc2NsaS9pbmRleC5odG1s0gFYaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyNC8wNy8xNS9oZWFsdGgvbWFsYXJpYS12YWNjaW5lLWNoaWxkcmVuLWl2b3J5LWNvYXN0LWludGwtc2NsaQ?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"world's second malaria vaccine launched in ivory coast, latest milestone in fight against the disease",FOX,2024-07-16 13:36:00+00:00,https://news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL2hlYWx0aC93b3JsZHMtc2Vjb25kLW1hbGFyaWEtdmFjY2luZS1sYXVuY2hlZC1pdm9yeS1jb2FzdC1sYXRlc3QtbWlsZXN0b25lLWZpZ2h0LWFnYWluc3QtZGlzZWFzZdIBfGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL2hlYWx0aC93b3JsZHMtc2Vjb25kLW1hbGFyaWEtdmFjY2luZS1sYXVuY2hlZC1pdm9yeS1jb2FzdC1sYXRlc3QtbWlsZXN0b25lLWZpZ2h0LWFnYWluc3QtZGlzZWFzZS5hbXA?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
"vaccines significantly reduce the risk of long covid, study finds",New York Times,2024-07-17 21:04:19+00:00,https://news.google.com/articles/CBMiQmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDcvMTcvaGVhbHRoL2xvbmctY292aWQtdmFjY2luZXMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
long covid and vaccination: what you need to know,New York Times,2024-07-17 22:03:23+00:00,https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3Lm55dGltZXMuY29tL2FydGljbGUvbG9uZy1jb3ZpZC12YWNjaW5lLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
study raises hopes that shingles vaccine may delay onset of dementia,The Guardian,2024-07-25 18:51:00+00:00,https://news.google.com/articles/CBMicGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9zb2NpZXR5L2FydGljbGUvMjAyNC9qdWwvMjUvc2hpbmdsZXMtdmFjY2luZS1zaGluZ3JpeC1tYXktZGVsYXktZGVtZW50aWEtb25zZXQtc3R1ZHnSAXBodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vc29jaWV0eS9hcnRpY2xlLzIwMjQvanVsLzI1L3NoaW5nbGVzLXZhY2NpbmUtc2hpbmdyaXgtbWF5LWRlbGF5LWRlbWVudGlhLW9uc2V0LXN0dWR5?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
covid surges in us as unequal access plagues vaccination and treatment rates,The Guardian,2024-07-27 12:00:00+00:00,https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC9hcnRpY2xlLzIwMjQvanVsLzI3L2NvdmlkLXZhY2NpbmUtcmF0ZXMtcGF4bG92aWQtZGF0YdIBV2h0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS93b3JsZC9hcnRpY2xlLzIwMjQvanVsLzI3L2NvdmlkLXZhY2NpbmUtcmF0ZXMtcGF4bG92aWQtZGF0YQ?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"shingles vaccines may reduce dementia risk, two large new studies suggest",CNN,2024-07-30 18:00:00+00:00,https://news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNy8zMC9oZWFsdGgvc2hpbmdsZXMtdmFjY2luZXMtZGVtZW50aWEtc3R1ZGllcy9pbmRleC5odG1s0gFMaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyNC8wNy8zMC9oZWFsdGgvc2hpbmdsZXMtdmFjY2luZXMtZGVtZW50aWEtc3R1ZGllcw?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"to prevent supercharged flu virus, cdc pushes seasonal flu vaccines to farmworkers at risk of coinfection with bird flu",CNN,2024-07-30 19:58:00+00:00,https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNy8zMC9oZWFsdGgvY2RjLXdvcnJ5LW5ldy12aXJ1cy1lbWVyZ2UtYmlyZC1mbHUtc2Vhc29uYWwtZmx1LXZhY2NpbmVzL2luZGV4Lmh0bWzSAWNodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDI0LzA3LzMwL2hlYWx0aC9jZGMtd29ycnktbmV3LXZpcnVzLWVtZXJnZS1iaXJkLWZsdS1zZWFzb25hbC1mbHUtdmFjY2luZXM?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"childhood vaccinations will have prevented more than 500 million illnesses and 1 million deaths in us since 1994, cdc report says",CNN,2024-08-08 21:32:00+00:00,https://news.google.com/read/CBMioAFBVV95cUxPMW5UWS1TQ21MNDFQcUw5OURhdjZWcDB5OU9yRTh2eG1KQTlkSU4zT1l4T2dMSFYtUC0tZTlwZWpaMWdrMkc2ekVOQlNGWHF5b01uY3QxZGhMc3owZzhSc2M0a2RRUUtWeTBKMTR0dk5HcEVXSktmTzRXVDlkU01vc0tiQTl1bkRCSlg1SV9pQk1zWEcyRWxuOF9aZ3hXRTV40gGXAUFVX3lxTE8ybXlnaXVjT3RWTmY4NXJkQzBISmhIN2tHRGg4MF9JUXMyU19ZSHdhV2ZFaUtOLWlxemJCUTVWZnAxZXJwck0tUFN3SmUtWmwxU3EtQnM5SGlkbTlFRXJacl9DeEFwbmFKNnhfLUNaWlgzTkd5VWNFYWhKZkNmUEh6UVVKV1NqWnN6YVNIZmNGY1ZOY0ZfUms?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
childhood vaccines aren’t just saving lives. they’re saving money.,New York Times,2024-08-09 19:47:40+00:00,https://news.google.com/read/CBMic0FVX3lxTE5ndHd6V0xaSTJnVUtycG9LVzdVQ1FmMHprZEtBS2lEczdEemh0alNGY2sxb0x6aWttZEd3RHBGN3c3V1hJem5jaHk5UG94UFRCMXA0bGtXN0ZEQVpNWTRVZDM4eGx2VFRGQ0JiZ1UtNzh3VW8?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
fauci wants to bring back masks after contracting covid (despite being vaccinated six times),Daily Mail,2024-08-12 16:53:18+00:00,https://news.google.com/read/CBMiuAFBVV95cUxOZWRwLW1abTBabkpYMmt6U3BiT2E3QkNtRWRqWWhQX2FIaENMWFNnRzFweW53Mm9hYm1ZcVlnXzVJZktrV3dXWnN2VUl5ejVrcUFTTXczckRBc2lGQzRkRkNDLXNwT21Za3lCYkJ4WUdhRWozWEZVcWlJVXQzVWdhaVE2Nl9hWjFLZVhaNV9Hb3VKemltSTI2QTVTZDBtUDlVZjRPbG9pTkdJbDhjbkZjU19CblZoRC1a0gG-AUFVX3lxTE1IcjBxQ0Roc29qMmJkZHhwNmlOcGN4VFZTaG5fWXU0cXNYdTNLTmNFZkhfTTFrM0xneVYwMnJYOTdnV2VFbVNLejlvdFRUT2MzNzhRTkE3T0xKZXB3ZzMyR3BSY3BpSDZXUzR5NC1jTGRXMUxLbXMxd3E5bUdITFNnQ3ZRblFYZTNUTzhZTzB3ZmIzNGhLNzhXaU9mVjA4eUc5YmFfTXFfYTVUcDIxVC0wX2dJVlNIVGNYQkJZbXc?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
"fda may greenlight updated covid-19 vaccines as soon as this week, sources say",CNN,2024-08-16 22:38:42+00:00,https://news.google.com/read/CBMihAFBVV95cUxNUVYwQUs0aXJQa0FpaWF3U2lkTmQwRWZZVk5mclZnQXdLcUE1WVl6ZUxlajdSamZUVW1odkItMjl2WmdscDlNYzE0NndXWUtKS245Y3UxRWpaNUNnZ1lpVlhtZE5fM0tZaU5jeV95ZnMyRFZjNDF4LWxrU1JXVlRUWERoQUXSAXtBVV95cUxNeExYakhkbHJ1Mm8tX2RUVUJqak56SmVZZnVuWFdCVGg5U3dqLWVRaUUxSm05bEgybGNGQWhzMWlUeDF2R1ZudWR2RHhValMtdVh4UGdoMVBaejkyQWdZWUE3eXNEUzFKaHJoaloxRC1BdUFYdnpuenFlN2s?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"covid tied to higher risk of depression, anxiety, ptsd and other conditions, with the unvaccinated most affected, study shows",CNN,2024-08-21 15:00:00+00:00,https://news.google.com/read/CBMikgFBVV95cUxNX0xMM0VVMVBtU0hwQ04yNXRZbmJRVllEd0JnX0N2cml0T1VKZ0pObF96OFY0MVBfUkxkRlFzVHB1dDJoeC1qZmlXZnJCMUhrYlNWdmtvaTBNWlcyOHRIWU9CZklHNTRCeC11ak9obUNiU01wZkVyU3NmamtEZmszd3c3ek1sbHlzYi01MlZ6UWoxZ9IBiAFBVV95cUxPcndrNDNiZFJvT1JrVHljbWY0V2xEMV81Zm0yemNzbmNhUm80SVpBTmFPZDE1VHhQdDk1Z09tdXUzajhHejBkUHRkVW9xbGVZTkVPVGkzLXpsYjhiX2pnczFSRjgyRTl0Y0xTWEhiNm01NEQ3cE52alZfM3pYdGZqUzdlcGxsZlVQ?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
world-first lung cancer vaccine trials launched across seven countries,The Guardian,2024-08-23 04:00:00+00:00,https://news.google.com/read/CBMixAFBVV95cUxPMHVuaDlIU3BtS2l6QzZvT0QwN3JqT014NWNJX0J3dEw1SjBTNGdkbExodVZNUjlNaGZOeVR4bU1ldl9mZVBrdEtCUU5UR3paVm16X2lRRGlzSXlLY09vUlRkZ2dia2cybG1iNjQ2aHluLVcxWV94eENjRDREWTJmWUVnUnM5cmM1OFZNREd6Y3lSQnB6Wm9BaDhuVUdseXNkS1Q5WmozbWVLZGp5aC1WMURycnd2M1BFa1pFT09WZXc3N2JG?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
why mpox vaccines aren’t flowing to africans in desperate need,New York Times,2024-08-23 22:11:29+00:00,https://news.google.com/read/CBMie0FVX3lxTE1mWFhzUVRvZ2FuczhZSUw3SlJMNktwTElQSkVnTzdMTW5abi1GbHlheG1nd25ORmNfOG1kRllsN3JfUE9FUGoxX3FaNmotYWw5enBzQkdQa3FrLVJkSEVCQkgzSEJLQU9vaC13SGM3Zlh4ek01d2FBZGtuWQ?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
here’s what a nobel prize-winning scientist wants you to know about the covid-19 vaccines and the future of rna,CNN,2024-06-05 13:09:00+00:00,https://news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNi8wNS9zY2llbmNlL3Rob21hcy1yLWNlY2gtbm9iZWwtcHJpemUtc2NuLWNlYy9pbmRleC5odG1s0gFMaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyNC8wNi8wNS9zY2llbmNlL3Rob21hcy1yLWNlY2gtbm9iZWwtcHJpemUtc2NuLWNlYw?hl=en-US&gl=US&ceid=US%3Aen,Science,Liberal
eureka day review – thorny broadway play takes on school vaccination chaos,The Guardian,2024-12-17 01:10:00+00:00,https://news.google.com/read/CBMinAFBVV95cUxQZFZ3cHBJbF9SYkJOVm9fZHVWNVhIV21yM0djZE9NTS1LWk4xbVFTRk5zYi1JM29IeWpaTmVGYmtnVW9KMkg2TW1IR1pIYjVwTG9pQWRVd0lUV18tODJVRm5UT2RGYnBIYS00NEduM2dTSTJfbjNtRVRERHB6TVV5XzQtV1A5bjF6QXlkQWJHbGZISEdtaDhFSEJBX2TSAZwBQVVfeXFMT3pJdjNLek5Fa0tSQWliOEEyQ2Q0THpDUVYwRC12X0RGU1RwRnBmNTBmTGYwNVNmVXFtNjFPTDBSRzIyYjcxSS1FNzZNNjJGNlRzN25OUURpekVxTWxUc19FUDRLbVFlZzFzdk9mTGVVNmh4NzFfZEg0RE5ZUkpqeF9QX1p0SXV2cFdCQUh2bUJIQ0xLVmtnQUVVRVFL?hl=en-US&gl=US&ceid=US%3Aen,Entertainment,Liberal
why relief agencies are rushing polio vaccines to gaza,New York Times,2024-08-30 10:05:18+00:00,https://news.google.com/read/CBMidEFVX3lxTE5pc00xSkVmMldCUHZsQmQwdkh0bTdCNXNvbGhiaGtULVZGTmVWZWRuM2hZeVJzcTJGYmREek5Nb1ltMThQT094SFdub1R1WWx1eTkyOGsyV0lYSDM1Tll5SVhYSnlZUGtFcEZROGlLU3c1UjRK?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
updated novavax covid-19 vaccines could be available as early as next week,CNN,2024-08-30 20:04:00+00:00,https://news.google.com/read/CBMie0FVX3lxTE5Vcm1mVjFiSmlJTjZucjA2VHpsek16X1VtOFJJRmFBcGxGdk9qOGE5ME1icUVNTnFmTVpHT0ppZ0oxNEZNYklvWVF2MXAxaTJjY0E2RVI4S2xKR0NQMks3OTBHUGg2c09QY0c0a3BnNEtuQnc4X2w3Y2gwONIBckFVX3lxTE5oZkJtbUtjdlJkakZpNU12dnJ1U0h3YVdOajVTTElfQWpIYXc1d1p0Zy1uLTVKTkQxRGV4VENjSWVBQ1dTeU4xTXVVSC04MjFWY2V4VEwzZmUyMkltS0F0M0tzZmRlYXhQdFBJSTNMYkI5Zw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
"560,000 children in gaza vaccinated against polio as first round of campaign ends",CNN,2024-09-13 16:23:00+00:00,https://news.google.com/read/CBMikwFBVV95cUxQSTN4anloN3JGZnJPVDdYOGl4WDhidnJabGZfczRRZnp5a1dBS2xZdHJ1bk5zaXR1ck5VTXFwVjBzV2pRZEI5WU5KZUxHdHJhQ29YWFlKZ2tLYWVySnZKQzlVMl9xUDAtQkZyeDZQZU1ObnFPNV9MVVFXaFo2ZDNLMHpBMEZlcklHaDJuNVkzVVlnaEU?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
nasal flu vaccine is approved for at-home use,New York Times,2024-09-20 18:46:59+00:00,https://news.google.com/read/CBMifkFVX3lxTFAxM2gwWlZYQWZSR0xzTC1Zc091a2VBQnJnNjRQTHdPSno3NnlVeFFOWkVTbVhSOG5VV1ZMMlZ5aUp4LXFPZUxud0xKbU5SY05sTGJlbC1Yeno4czdPRUNxZGgtaWJBaEF3Z0NjS0tVY0lXanFZQkVvNDFTX2xtQQ?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
kaitlan collins spars with trump-vance transition co-chair about rfk jr. and vaccines,CNN,2024-10-31 13:56:45+00:00,https://news.google.com/read/CBMinAFBVV95cUxQdFM1cTFHN0FSeHpWR3U5c3dqZTZwd1ZFRjZ0aGJfU085TmFGWDVWb0tubk1pUlpJNVZIeWRCY0JocjN3TXBvU0Q1RTRzWDJUOERoU01PYTVjTFFEazhDLUw5VmRRbE4zZHl5eHdIeGhfekR1VzA5SW9IQUhwUmQ2NXh6UnhSTzFCYnRIb2FQNV9uQVFRX2JoWVFnSUg?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
trump says he may move against some vaccinations and fluoride in water,New York Times,2024-11-04 01:45:12+00:00,https://news.google.com/read/CBMiigFBVV95cUxPTjBLRVdiY2FXVXVsRU5YSXF6X1h4OXFlWE4wOFkyMjJLZ2VwWGdURFAwb2djaEhNQ3J1V2NoRjd3RlIxTmFuMEk0ajNOcFpPYTRqLXVySGFReExFMnhPbkFMelB3UGx2OGw4OS1ocmhEVE11aEhCZG9YcVZsaWlEWW11d08tbjRFNGc?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
hear what rfk jr. said about vaccines post-election,CNN,2024-11-07 13:15:44+00:00,https://news.google.com/read/CBMiogFBVV95cUxPc290RVNhS19MTkVLbi1fTm85WDZKU1BSYnJ2eXpvaE5iWml3SS1xWTV1Nmh0T1RHOUQyR01UY1lWZURDUHlObmdXeWI3dERlODJiX0ZNX1REVm5OWE5FYnNraklPdE4wRDIzY1hfSFg5dV92SUE4N1RHbXBIbktwWFpWbnRCUURDaWJka1VCWmtzc0t6TDJWZVl4MEczVlR1SlE?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
rfk jr.’s lawyer has asked the fda to revoke polio vaccine approval,New York Times,2024-12-13 10:03:16+00:00,https://news.google.com/read/CBMifkFVX3lxTE5rYl9PTFp6cDNBVVNDNFpEREUzMWhHc1QzUTZtOTF4RVlHbVdMeE1nUEh3Zl9HckluV0tKMHQtRnplSzNERGFhRjJ2aDl2My1UV3Z1QjFJd0pxTGpTb284cXpDZWpSVTEwakNBd2dHc2syZGIxTVBNNWg1TUNKZw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
kennedy’s lawyer has asked the f.d.a. to revoke approval of the polio vaccine,New York Times,2024-12-13 10:03:16+00:00,https://news.google.com/read/CBMifkFVX3lxTE5rYl9PTFp6cDNBVVNDNFpEREUzMWhHc1QzUTZtOTF4RVlHbVdMeE1nUEh3Zl9HckluV0tKMHQtRnplSzNERGFhRjJ2aDl2My1UV3Z1QjFJd0pxTGpTb284cXpDZWpSVTEwakNBd2dHc2syZGIxTVBNNWg1TUNKZw?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
"mcconnell defends polio vaccine, an apparent warning to rfk jr.",New York Times,2024-12-14 03:13:12+00:00,https://news.google.com/read/CBMiigFBVV95cUxPVzN2VUQzTGkwNmVrZXo1SzVQb1hvSzRSekZna0lZVEd3YXMwT2tkSmxmMUpHS0hzOHpHa0JsVGloTVlhR0JnRTVqRkEtTHphaTV0TFNkMTlVNlI0QW95S2FKaV9mNzl0cy11cTJ2RERWdk12bTZSUU5PRG50S1JpdnVnb0lNTHc3UXc?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
trump says he's a big believer in the polio vaccine,CNN,2024-12-16 17:31:42+00:00,https://news.google.com/read/CBMikAFBVV95cUxNYUF4T3g4UTRQdkJVNExHZEYyUDN4RjdyT2Q5Nk5RYld5OGFRZ05teHNMTTBwZ0JSNzNFeWtubExfRTRhck1WLV9IZ2t2aDF6aFZ1TTBXSUlyQTNfOV9KSWlobHFDaHkyU25BVmY3MjZVaFFxR2J6eFlJWGUwcU1oc1FLc1dSejlGNklQVkVJNTI?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
kennedy says he’s ‘all for’ polio vaccine as gop senators raise questions about his views,CNN,2024-12-17 01:01:00+00:00,https://news.google.com/read/CBMihwFBVV95cUxOWWpQTkNDUUI2Y2NoWV9ORkwzUlJIZ0htTFo5YVdpbWZJcTVJaFdCby00blJXeEJvTjBfNzhBLVRLSW9IYi12RlZ3MGtTTFg3MG03dTFSWVlRUGhmdVYweDZkUmpxUWtERU1yc3p0NGlxb0oxcWxJeU9ybTFNVWxTT3JJeDZVZzDSAX5BVV95cUxQU2x0NU05V2hCbi05Ym5uWF9tUl9CQjJRT25PS01xWVhCc3FyWGIwQXp3aFlTeXJGSUxlcnVXVzZ0UEdVZEtqdFNOOU1CZUt0dlIteVJpeEEzWFRDNFVnTTdiSDJMZ2wyeU00R1FBRGtzYzB0MW9iaVZ0M1d1TlE?hl=en-US&gl=US&ceid=US%3Aen,Headlines,Liberal
"no vaccines, tests or treatments: congo lacks tools to confront mpox",New York Times,2024-08-29 17:35:31+00:00,https://news.google.com/read/CBMifEFVX3lxTE8xenJjUmoxMFZmNWRLNnFmZS1BcGFVNkdTR2ZGbjNaNXhkdG0yQm5KSFllYWdPUVoyd1kyQ3ZMelVYZk1iYlp5eTRSWi1XdkxYYjhBT2JoUjIxVEhxeGJpVjRYM1ZJTmUySTl4UEszNmQ5TzQ0T1VYNmxUWEw?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"covid vaccine distrust growing among americans, survey finds: ‘should be a personal choice’",FOX,2024-08-31 20:28:00+00:00,https://news.google.com/read/CBMiowFBVV95cUxOWnF2dUpWR3NEb2ZoUmR5Zl84dDNWZ280eFduRkh0eTNJYnNsQnd6dHotNnY4VXZpeWtOWWJ3NW9vTndHX2ljVjdVVE4wWnNWek5OTzVwbm03TnhXdTlkcFBuNmZmMGJ3aHRKLVdzOU1pTUtySmdwQkkzc3RJcmtlQnZkRi1ReHYzN2k3eXlvR2xINl9IN3R1WE1CU0p2QWprUEtR0gGoAUFVX3lxTFAxTHpTMkJkZDVHbUV0d1g4am1zY2NTRjhVNTh2Tnl1NjFENkZhaWw1WDJwQ2dKcnlXX0RoejBXaVJ4TEZmSGc5eFhwdEtHMFJ6dkhQQ21Yd1lRS2tnRXduUjVEd2c3cmd2dXlKeHVENlZfSjY5eDVLX25Ocmxxa0lpSjZoSjlWWWJyYVlQZHV1ZVBSVWVKS1lYOGxVNkpPN2RwN3g4eW5kUw?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
